"By province","By economic activity","Item","UNIT","1985 Year","1986 Year","1987 Year","1988 Year","1989 Year","1990 Year","1991 Year","1992 Year","1993 Year","1994 Year","1995 Year","1996 Year","1997 Year","1998 Year","1999 Year","2000 Year","2001 Year","2002 Year","2003 Year","2004 Year","2005 Year","2006 Year","2007 Year","2008 Year","2009 Year","2010 Year","2011 Year","2012 Year","2013 Year","2014 Year","2015 Year","2016 Year","2017 Year","2018 Year","2019 Year","2020 Year","2021 Year","2022 Year","2023 Year","2024 Year",
"Chungcheongnam-do","Manufacture of Wood and  of Paper, printing and reproduction","At current prices","","125939","143734","158099","195299","93615","109068","132994","181726","208976","316008","392580","410921","484153","482954","591059","533677","508828","557294","575324","641670","507069","537020","520669","525368","651983","659907","668030","672507","675212","729334","743675","809326","768225","818688","751548","774979","796130","871855","901040","925995",
"Chungcheongnam-do","Manufacture of Wood and  of Paper, printing and reproduction","At chained 2020 year prices","","650440","677709","711554","802472","492757","519886","488497","572677","602851","769340","905179","947484","1115415","1054603","1175992","1058213","925767","963744","1021625","1083452","860254","899809","878258","834821","927048","875862","866351","816047","780841","847416","816259","856322","812744","795041","732865","774979","759072","776383","723000","769716",
"Chungcheongnam-do","Manufacture of Wood and  of Paper, printing and reproduction","Substantial contribution","","",".09",".1",".26","-.8",".08","-.09",".24",".08",".44",".34",".1",".33","-.1",".21","-.2","-.2",".06",".08",".08","-.26",".04","-.02","-.04",".09","-.05","-.01","-.04","-.03",".06","-.03",".04","-.04","-.01","-.05",".04","-.01",".01","-.04",".04",
"Chungcheongnam-do","Manufacture of coal, fuel, chemical products","At current prices","","169231","254033","333826","421850","234707","249442","448238","671926","694999","919892","1191929","1324574","1961139","2656579","2773761","3434935","3644370","3858185","4411640","5766375","5376901","6141376","6145897","6903747","7305937","9336732","10446701","11534385","10834096","12257644","12120734","12897733","14202390","14085770","13235865","11595565","15712586","18665277","17399815","17820393",
"Chungcheongnam-do","Manufacture of coal, fuel, chemical products","At chained 2020 year prices","","554224","736930","956045","1139037","801606","919370","1101032","1468854","1436653","1913978","2259927","2575547","3541100","4213660","4986874","6338088","6882219","7157195","7738481","9012645","8093028","8981286","9129100","10015318","10616031","11477977","11706798","12698490","11778408","13647122","12957437","13411658","14376921","14417960","13680537","11595565","13031661","14770570","14572991","15570991",
"Chungcheongnam-do","Manufacture of coal, fuel, chemical products","Substantial contribution","","",".93","1.07",".82","-1.32",".51",".64","1.59","-.13","1.74","1.02",".88","2.26","1.44","1.86","2.51",".88",".41",".79","1.63","-1.17","1.1",".18",".97",".62",".79",".22",".95","-.87","1.79","-.62",".41",".84",".03","-.59","-1.68","1.17","1.54","-.18",".84",
"Chungcheongnam-do","Manufacture of Other Non-metallic Mineral Products and Metal Products","At current prices","","116854","142006","187683","253520","151910","205774","383170","363203","469060","557232","768796","987770","1171104","1031116","1098284","1310186","1447417","1629253","1976555","2385462","3115739","3323710","4152730","4711116","5698565","7172012","8466784","7778975","7937562","7662194","7916766","8286913","8667992","8772386","8349697","8031402","10004360","10176389","10402701","10048245",
"Chungcheongnam-do","Manufacture of Other Non-metallic Mineral Products and Metal Products","At chained 2020 year prices","","382642","427169","526180","629671","495585","661626","893148","779153","928935","1087089","1369294","1773823","2004567","1544485","1730933","2061703","2203577","2421295","2843897","3042489","4026629","4627399","5465087","5471109","5536868","6760976","7759286","7208713","7488665","7370973","7871317","8118193","8419475","8396272","8093442","8031402","7502057","6425744","6524602","6410724",
"Chungcheongnam-do","Manufacture of Other Non-metallic Mineral Products and Metal Products","Substantial contribution","","",".23",".47",".47","-.57",".76",".93","-.52",".62",".6",".89","1.19",".58","-1.04",".48",".7",".27",".4",".72",".31","1.54",".87","1.06",".01",".08","1.69","1.23","-.64",".32","-.13",".52",".24",".28","-.02","-.26","-.05","-.43","-1.06",".11","-.13",
"Chungcheongnam-do","Manufacture of electrical, Precision Instruments","At current prices","","57371","80696","102649","175098","147815","177572","162571","328295","455759","723108","875414","1013678","1209178","1548646","2213908","2912402","2889402","3629850","4072344","5216733","6955691","7210941","8519035","10675944","14014357","17448322","19422356","18809319","17466136","15946660","15555656","16705720","21929568","24098578","22112501","23209665","25875074","24804436","20379004","22826846",
"Chungcheongnam-do","Manufacture of electrical, Precision Instruments","At chained 2020 year prices","","73378","106730","143745","218900","205276","224534","189377","338287","440887","599215","657558","838056","997629","1212491","1901428","2626074","2811033","3643941","4310899","5357499","7631109","9009671","10157296","11536467","12806418","15525645","17628282","16845003","15473892","14712392","14204111","15435941","18041581","20267309","21686375","23209665","26064707","26063242","25485076","24700514",
"Chungcheongnam-do","Manufacture of electrical, Precision Instruments","Substantial contribution","","",".43",".4",".69","-.12",".21","-.36","1.36",".88","1.24",".43","1.26",".88","1.01","3.36","2.82",".61","2.4","1.67","2.22","4.42","2.35","1.61","1.88","1.76","3.99","2.73","-.92","-1.6","-.89","-.55","1.29","2.56","2.25","1.38","1.29","2.32","0","-.39","-.44",
"Chungcheongnam-do","Manufacture of Machine and Transport Vehicles, other manufacturing n.e.c","At current prices","","63806","75222","90436","128171","98155","96920","126316","213337","327275","480509","708263","872682","1530658","1248095","1944742","2654015","2850471","3380484","3501156","3778682","4011942","4303694","4714893","4499435","5067058","6193386","7217455","7295864","8355054","8876892","9455279","10098757","11687088","10774620","10394196","11383228","11167888","12257393","13994749","14920782",
"Chungcheongnam-do","Manufacture of Machine and Transport Vehicles, other manufacturing n.e.c","At chained 2020 year prices","","184246","202403","248205","328436","260863","240548","275402","388125","623802","823434","1191604","1428192","2408273","1724224","3008713","4044980","4151652","4925114","5136661","5395429","5728000","6368844","6698163","6570260","6403177","7764074","8984743","8832438","9751280","10221819","10219144","10304240","12348340","11537581","10575825","11383228","12414053","13255676","14087169","14007290",
"Chungcheongnam-do","Manufacture of Machine and Transport Vehicles, other manufacturing n.e.c","Substantial contribution","","",".1",".24",".37","-.28","-.11",".18",".55","1.15",".79","1.32",".74","2.72","-1.68","3.55","2.24",".21","1.49",".37",".4",".46",".84",".39","-.15","-.17","1.44","1.13","-.13",".79",".42","0",".08","1.82","-.64","-.74",".66",".84",".56",".55","-.06",
"Chungcheongnam-do","Professional, scientific and technical activities","At current prices","","173043","235220","261892","297461","133792","60564","69077","114888","138459","156483","195850","217149","258528","281776","287143","333871","272801","332444","454020","504347","493437","483861","537318","613867","644831","702793","782233","878868","955957","998580","1073922","1169527","1384085","1537291","1678939","1893851","2013027","2278557","2508907","2436033",
"Chungcheongnam-do","Professional, scientific and technical activities","At chained 2020 year prices","","1195728","1554302","1605949","1722637","693089","260535","285718","387299","470026","462826","548200","572974","643671","654618","688762","793519","645369","735609","888608","920289","948045","879835","943108","961605","943954","965049","1043758","1129394","1215311","1260497","1310480","1401460","1577202","1684209","1747060","1893851","1878497","2013628","2075170","1948781",
"Chungcheongnam-do","Professional, scientific and technical activities","Substantial contribution","","",".86",".11",".24","-1.88","-1.24",".08",".26",".22","-.02",".18",".05",".12",".02",".06",".15","-.19",".11",".17",".04",".03","-.07",".06",".02","-.02",".02",".07",".07",".07",".04",".04",".07",".13",".08",".05",".12","-.01",".11",".05","-.11",
"Chungcheongnam-do","Business facilities management and business support services; rental and leasing activities","At current prices","","44027","71628","113181","169464","196992","55583","53467","88877","121314","132643","174526","207783","249226","260194","302446","385586","325257","333311","470424","529778","573346","562914","698749","717927","937851","1255940","1157501","1265332","1449725","1625277","1802149","1832248","2006042","2109130","2273066","2231051","2266956","2507218","2718870","2731421",
"Chungcheongnam-do","Business facilities management and business support services; rental and leasing activities","At chained 2020 year prices","","130209","222946","321039","396226","396051","120547","125559","172784","244424","243571","286528","333126","352618","367028","458268","569406","473846","474546","667684","714592","736069","717799","906699","901794","1167804","1512168","1409053","1497945","1709554","1879722","2002970","2026486","2194000","2232331","2365829","2231051","2234140","2372613","2460323","2421408",
"Chungcheongnam-do","Business facilities management and business support services; rental and leasing activities","Substantial contribution","","",".52",".45",".34","0","-2.04",".03",".21",".33","0",".14",".15",".06",".04",".25",".25","-.19","0",".34",".07",".03","-.03",".26","-.01",".32",".37","-.1",".08",".19",".15",".11",".02",".14",".03",".1","-.11","0",".1",".07","-.03",
"Jeonbuk State","GRDP at market prices","At current prices","","3408364","3922780","4329180","5087051","5605091","6641265","8100318","9475128","10696561","13421424","15126886","17360650","19104615","18247163","19720682","21344735","22768370","24402377","25471037","27429850","28101033","29772717","31960945","34057094","37224515","39566493","41891588","43194212","45597181","47364315","49231041","50102714","52196096","53437977","55083789","56361767","59431746","61285279","63751865","66792381",
"Jeonbuk State","GRDP at market prices","At chained 2020 year prices","","13216547","14344544","15023244","17008482","17116082","17884052","19738442","21042420","22278711","24124221","27767845","30229772","31998332","29183058","31881310","33791477","34974667","36162905","36587253","37849547","38734519","40512191","42604307","44178617","44718542","47196951","48939600","49649024","51838417","52881227","53156859","52777144","54489564","55221867","56458982","56361767","58223882","58988748","58395707","59321350",
"Jeonbuk State","GRDP at market prices","Substantial contribution","","","8.53","4.73","13.21",".63","4.49","10.37","6.61","5.88","8.28","15.1","8.87","5.85","-8.8","9.25","5.99","3.5","3.4","1.17","3.45","2.34","4.59","5.16","3.7","1.22","5.54","3.69","1.45","4.41","2.01",".52","-.71","3.24","1.34","2.24","-.17","3.3","1.31","-1.01","1.59",
"Jeonbuk State","Mining and quarrying","At current prices","","26442","32417","32610","40881","38477","45412","50652","45419","76596","108288","109871","90877","90911","89220","121354","85023","83679","71970","44312","71025","81720","94006","100375","93732","97547","89861","98378","100514","133665","136230","140409","147520","137546","126158","111766","112008","102246","95926","100331","90697",
